movie_id,title,release_date,genres
2134,Sunrise,2016-03-02,"Crime, Drama, Mystery"
2135,The Back-up Plan,2010-04-23,"Comedy, Romance"
2136,Sun Dogs,2018-04-06,"Comedy, Drama"
2137,The Arrival,1996-05-31,"Sci-Fi, Thriller"
2138,"Crazy, Stupid, Love.",2011-07-29,"Comedy, Drama, Romance"
2139,6 Years,2015-08-18,"Drama, Romance"
2140,The Bank Job,2008-03-07,"Crime, Thriller"
2141,Deidra & Laney Rob a Train,2017-03-17,"Comedy, Crime, Drama"
2142,Lady Chatterley's Lover,1982-05-07,"Drama, Romance"
2143,Agyaat,2009-08-07,"Drama, Horror, Mystery, Thriller"
2144,You Got Served,2004-01-30,"Drama, Music"
2145,The Beach,2000-02-11,"Adventure, Drama, Romance, Thriller"
2146,Sand Storm,2016-09-15,Drama
2147,Shut In,2016-11-11,"Drama, Mystery, Thriller"
2148,Ski School,1991-01-11,Comedy
2149,The Darkness,2016-05-13,"Horror, Thriller"
2150,Ghost Patrol,2016-10-09,"Animation, Adventure"
2151,"The Good, the Bad and the Ugly",1967-12-29,Western
2152,Last Passenger,2014-04-25,"Action, Mystery, Thriller"
2153,Dismissed,2019-01-03,"Drama, Horror, Thriller"
2154,Standing Ovation,2010-07-16,Musical
2155,Clueless,1995-07-19,"Comedy, Romance"
2156,Pandora,2017-03-17,"Action, Drama"
2157,Extinction,2015-07-31,"Drama, Horror, Sci-Fi"
2158,Drive Angry,2011-02-25,"Action, Fantasy, Thriller"
2159,Nymphomaniac: Volume 1,2014-03-06,Drama
2160,The Collector,2009-07-31,"Action, Crime, Horror, Thriller"
2161,Felony,2014-08-28,"Crime, Drama, Thriller"
2162,Charlotte's Web,2006-12-15,"Comedy, Family, Fantasy"
2163,Wake Wood,2011-03-25,"Drama, Horror, Thriller"
2164,Suicide Squad,2016-08-05,"Action, Adventure, Fantasy, Sci-Fi"
2165,Lo más sencillo es complicarlo todo,2018-01-26,Comedy
2166,Air Buddies,2006-12-12,"Adventure, Comedy, Family"
2167,Lemony Snicket's A Series of Unfortunate Events,2004-12-17,"Adventure, Comedy, Family, Fantasy"
2168,My Girl 2,1994-02-11,"Comedy, Drama, Family, Romance"
2169,Perdida,2018-08-09,"Crime, Drama, Mystery, Thriller"
2170,Sharknado 5: Global Swarming,2017-08-06,"Action, Adventure, Comedy, Fantasy, Horror, Sci-Fi, Thriller"
2171,In the Shadow of Iris,NOT AVAILABLE,NOT AVAILABLE
2172,The Last Airbender,2010-07-01,"Action, Adventure, Family, Fantasy"
2173,Savita Damodar Paranjpe,2018-09-07,Thriller
2174,Going for Gold,2018-05-17,"Drama, Family, Sport"
2175,Romancing the Stone,1984-03-30,"Action, Adventure, Comedy, Romance"
2176,Jessica Darling's It List,2016-06-21,Family
2177,Monkey Up,2016-01-22,"Comedy, Family, Fantasy"
2178,Liberated: The New Sexual Revolution,2017-04-01,Documentary
2179,The Bleeder,2017-05-05,"Biography, Drama, Sport"
2180,Elysium,2013-08-09,"Action, Drama, Sci-Fi"
2181,Jason Bourne,2016-07-29,"Action, Thriller"
2182,Speech & Debate,2017-04-07,"Comedy, Drama"
2183,Gun Shy,2017-09-08,"Action, Adventure, Comedy, Crime, Thriller"
2184,Her Own Justice,2015-11-08,Thriller
2185,Let's Be Cops,2014-08-13,"Action, Comedy, Crime"
2186,Shanghai,2012-06-08,"Crime, Mystery, Thriller"
2187,Dilwale,2015-12-18,"Action, Comedy, Drama, Romance"
2188,The Gambler,2014-12-25,"Crime, Drama, Thriller"
2189,Maximum Ride,2016-08-30,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Thriller"
